,min_x,min_y,max_x,max_y
488,123.4625,-33.7276,124.2625,-32.9276
489,123.4625,-32.9276,124.2625,-32.1276
490,123.4625,-32.1276,124.2625,-31.3276
491,123.4625,-31.3276,124.2625,-30.5276
492,123.4625,-30.5276,124.2625,-29.7276
493,123.4625,-29.7276,124.2625,-28.9276
494,123.4625,-28.9276,124.2625,-28.1276
495,123.4625,-28.1276,124.2625,-27.3276
496,123.4625,-27.3276,124.2625,-26.5276
497,123.4625,-26.5276,124.2625,-25.7276
498,123.4625,-25.7276,124.2625,-24.9276
499,123.4625,-24.9276,124.2625,-24.1276
500,123.4625,-24.1276,124.2625,-23.3276
501,123.4625,-23.3276,124.2625,-22.5276
502,123.4625,-22.5276,124.2625,-21.7276
503,123.4625,-21.7276,124.2625,-20.9276
504,123.4625,-20.9276,124.2625,-20.1276
505,123.4625,-20.1276,124.2625,-19.3276
506,123.4625,-19.3276,124.2625,-18.5276
507,123.4625,-18.5276,124.2625,-17.7276
508,123.4625,-17.7276,124.2625,-16.9276
509,123.4625,-16.9276,124.2625,-16.1276
510,123.4625,-16.1276,124.2625,-15.3276
511,123.4625,-15.3276,124.2625,-14.5276
512,123.4625,-14.5276,124.2625,-13.7276
513,123.4625,-13.7276,124.2625,-12.9276
514,123.4625,-12.9276,124.2625,-12.1276
515,123.4625,-12.1276,124.2625,-11.3276
516,123.4625,-11.3276,124.2625,-10.5276
517,123.4625,-10.5276,124.2625,-9.7276
518,124.2625,-39.3276,125.0625,-38.5276
519,124.2625,-38.5276,125.0625,-37.7276
520,124.2625,-37.7276,125.0625,-36.9276
521,124.2625,-36.9276,125.0625,-36.1276
522,124.2625,-36.1276,125.0625,-35.3276
523,124.2625,-35.3276,125.0625,-34.5276
524,124.2625,-34.5276,125.0625,-33.7276
525,124.2625,-33.7276,125.0625,-32.9276
526,124.2625,-32.9276,125.0625,-32.1276
527,124.2625,-32.1276,125.0625,-31.3276
528,124.2625,-31.3276,125.0625,-30.5276
529,124.2625,-30.5276,125.0625,-29.7276
530,124.2625,-29.7276,125.0625,-28.9276
531,124.2625,-28.9276,125.0625,-28.1276
532,124.2625,-28.1276,125.0625,-27.3276
533,124.2625,-27.3276,125.0625,-26.5276
534,124.2625,-26.5276,125.0625,-25.7276
535,124.2625,-25.7276,125.0625,-24.9276
536,124.2625,-24.9276,125.0625,-24.1276
537,124.2625,-24.1276,125.0625,-23.3276
538,124.2625,-23.3276,125.0625,-22.5276
539,124.2625,-22.5276,125.0625,-21.7276
540,124.2625,-21.7276,125.0625,-20.9276
541,124.2625,-20.9276,125.0625,-20.1276
542,124.2625,-20.1276,125.0625,-19.3276
543,124.2625,-19.3276,125.0625,-18.5276
544,124.2625,-18.5276,125.0625,-17.7276
545,124.2625,-17.7276,125.0625,-16.9276
546,124.2625,-16.9276,125.0625,-16.1276
547,124.2625,-16.1276,125.0625,-15.3276
548,124.2625,-15.3276,125.0625,-14.5276
549,124.2625,-14.5276,125.0625,-13.7276
550,124.2625,-13.7276,125.0625,-12.9276
551,124.2625,-12.9276,125.0625,-12.1276
552,124.2625,-12.1276,125.0625,-11.3276
553,124.2625,-11.3276,125.0625,-10.5276
554,124.2625,-10.5276,125.0625,-9.7276
555,125.0625,-39.3276,125.8625,-38.5276
556,125.0625,-38.5276,125.8625,-37.7276
557,125.0625,-37.7276,125.8625,-36.9276
558,125.0625,-36.9276,125.8625,-36.1276
559,125.0625,-36.1276,125.8625,-35.3276
560,125.0625,-35.3276,125.8625,-34.5276
561,125.0625,-34.5276,125.8625,-33.7276
562,125.0625,-33.7276,125.8625,-32.9276
563,125.0625,-32.9276,125.8625,-32.1276
564,125.0625,-32.1276,125.8625,-31.3276
565,125.0625,-31.3276,125.8625,-30.5276
566,125.0625,-30.5276,125.8625,-29.7276
567,125.0625,-29.7276,125.8625,-28.9276
568,125.0625,-28.9276,125.8625,-28.1276
569,125.0625,-28.1276,125.8625,-27.3276
570,125.0625,-27.3276,125.8625,-26.5276
571,125.0625,-26.5276,125.8625,-25.7276
572,125.0625,-25.7276,125.8625,-24.9276
573,125.0625,-24.9276,125.8625,-24.1276
574,125.0625,-24.1276,125.8625,-23.3276
575,125.0625,-23.3276,125.8625,-22.5276
576,125.0625,-22.5276,125.8625,-21.7276
577,125.0625,-21.7276,125.8625,-20.9276
578,125.0625,-20.9276,125.8625,-20.1276
579,125.0625,-20.1276,125.8625,-19.3276
580,125.0625,-19.3276,125.8625,-18.5276
581,125.0625,-18.5276,125.8625,-17.7276
582,125.0625,-17.7276,125.8625,-16.9276
583,125.0625,-16.9276,125.8625,-16.1276
584,125.0625,-16.1276,125.8625,-15.3276
585,125.0625,-15.3276,125.8625,-14.5276
586,125.0625,-14.5276,125.8625,-13.7276
587,125.0625,-13.7276,125.8625,-12.9276
588,125.0625,-12.9276,125.8625,-12.1276
589,125.0625,-12.1276,125.8625,-11.3276
590,125.0625,-11.3276,125.8625,-10.5276
591,125.0625,-10.5276,125.8625,-9.7276
592,125.8625,-39.3276,126.6625,-38.5276
593,125.8625,-38.5276,126.6625,-37.7276
594,125.8625,-37.7276,126.6625,-36.9276
595,125.8625,-36.9276,126.6625,-36.1276
596,125.8625,-36.1276,126.6625,-35.3276
597,125.8625,-35.3276,126.6625,-34.5276
598,125.8625,-34.5276,126.6625,-33.7276
599,125.8625,-33.7276,126.6625,-32.9276
600,125.8625,-32.9276,126.6625,-32.1276
601,125.8625,-32.1276,126.6625,-31.3276
602,125.8625,-31.3276,126.6625,-30.5276
603,125.8625,-30.5276,126.6625,-29.7276
604,125.8625,-29.7276,126.6625,-28.9276
605,125.8625,-28.9276,126.6625,-28.1276
606,125.8625,-28.1276,126.6625,-27.3276
607,125.8625,-27.3276,126.6625,-26.5276
608,125.8625,-26.5276,126.6625,-25.7276
609,125.8625,-25.7276,126.6625,-24.9276
610,125.8625,-24.9276,126.6625,-24.1276
611,125.8625,-24.1276,126.6625,-23.3276
612,125.8625,-23.3276,126.6625,-22.5276
613,125.8625,-22.5276,126.6625,-21.7276
614,125.8625,-21.7276,126.6625,-20.9276
615,125.8625,-20.9276,126.6625,-20.1276
616,125.8625,-20.1276,126.6625,-19.3276
617,125.8625,-19.3276,126.6625,-18.5276
618,125.8625,-18.5276,126.6625,-17.7276
619,125.8625,-17.7276,126.6625,-16.9276
620,125.8625,-16.9276,126.6625,-16.1276
621,125.8625,-16.1276,126.6625,-15.3276
622,125.8625,-15.3276,126.6625,-14.5276
623,125.8625,-14.5276,126.6625,-13.7276
624,125.8625,-13.7276,126.6625,-12.9276
625,125.8625,-12.9276,126.6625,-12.1276
626,125.8625,-12.1276,126.6625,-11.3276
627,125.8625,-11.3276,126.6625,-10.5276
628,125.8625,-10.5276,126.6625,-9.7276
629,126.6625,-39.3276,127.4625,-38.5276
630,126.6625,-38.5276,127.4625,-37.7276
631,126.6625,-37.7276,127.4625,-36.9276
632,126.6625,-36.9276,127.4625,-36.1276
633,126.6625,-36.1276,127.4625,-35.3276
634,126.6625,-35.3276,127.4625,-34.5276
635,126.6625,-34.5276,127.4625,-33.7276
636,126.6625,-33.7276,127.4625,-32.9276
637,126.6625,-32.9276,127.4625,-32.1276
638,126.6625,-32.1276,127.4625,-31.3276
639,126.6625,-31.3276,127.4625,-30.5276
640,126.6625,-30.5276,127.4625,-29.7276
641,126.6625,-29.7276,127.4625,-28.9276
642,126.6625,-28.9276,127.4625,-28.1276
643,126.6625,-28.1276,127.4625,-27.3276
644,126.6625,-27.3276,127.4625,-26.5276
645,126.6625,-26.5276,127.4625,-25.7276
646,126.6625,-25.7276,127.4625,-24.9276
647,126.6625,-24.9276,127.4625,-24.1276
648,126.6625,-24.1276,127.4625,-23.3276
649,126.6625,-23.3276,127.4625,-22.5276
650,126.6625,-22.5276,127.4625,-21.7276
651,126.6625,-21.7276,127.4625,-20.9276
652,126.6625,-20.9276,127.4625,-20.1276
653,126.6625,-20.1276,127.4625,-19.3276
654,126.6625,-19.3276,127.4625,-18.5276
655,126.6625,-18.5276,127.4625,-17.7276
656,126.6625,-17.7276,127.4625,-16.9276
657,126.6625,-16.9276,127.4625,-16.1276
658,126.6625,-16.1276,127.4625,-15.3276
659,126.6625,-15.3276,127.4625,-14.5276
660,126.6625,-14.5276,127.4625,-13.7276
661,126.6625,-13.7276,127.4625,-12.9276
662,126.6625,-12.9276,127.4625,-12.1276
663,126.6625,-12.1276,127.4625,-11.3276
664,126.6625,-11.3276,127.4625,-10.5276
665,126.6625,-10.5276,127.4625,-9.7276
666,127.4625,-39.3276,128.2625,-38.5276
667,127.4625,-38.5276,128.2625,-37.7276
668,127.4625,-37.7276,128.2625,-36.9276
669,127.4625,-36.9276,128.2625,-36.1276
670,127.4625,-36.1276,128.2625,-35.3276
671,127.4625,-35.3276,128.2625,-34.5276
672,127.4625,-34.5276,128.2625,-33.7276
673,127.4625,-33.7276,128.2625,-32.9276
674,127.4625,-32.9276,128.2625,-32.1276
675,127.4625,-32.1276,128.2625,-31.3276
676,127.4625,-31.3276,128.2625,-30.5276
677,127.4625,-30.5276,128.2625,-29.7276
678,127.4625,-29.7276,128.2625,-28.9276
679,127.4625,-28.9276,128.2625,-28.1276
680,127.4625,-28.1276,128.2625,-27.3276
681,127.4625,-27.3276,128.2625,-26.5276
682,127.4625,-26.5276,128.2625,-25.7276
683,127.4625,-25.7276,128.2625,-24.9276
684,127.4625,-24.9276,128.2625,-24.1276
685,127.4625,-24.1276,128.2625,-23.3276
686,127.4625,-23.3276,128.2625,-22.5276
687,127.4625,-22.5276,128.2625,-21.7276
688,127.4625,-21.7276,128.2625,-20.9276
689,127.4625,-20.9276,128.2625,-20.1276
690,127.4625,-20.1276,128.2625,-19.3276
691,127.4625,-19.3276,128.2625,-18.5276
692,127.4625,-18.5276,128.2625,-17.7276
693,127.4625,-17.7276,128.2625,-16.9276
694,127.4625,-16.9276,128.2625,-16.1276
695,127.4625,-16.1276,128.2625,-15.3276
696,127.4625,-15.3276,128.2625,-14.5276
697,127.4625,-14.5276,128.2625,-13.7276
698,127.4625,-13.7276,128.2625,-12.9276
699,127.4625,-12.9276,128.2625,-12.1276
700,127.4625,-12.1276,128.2625,-11.3276
701,127.4625,-11.3276,128.2625,-10.5276
702,127.4625,-10.5276,128.2625,-9.7276
703,128.2625,-39.3276,129.0625,-38.5276
704,128.2625,-38.5276,129.0625,-37.7276
705,128.2625,-37.7276,129.0625,-36.9276
706,128.2625,-36.9276,129.0625,-36.1276
707,128.2625,-36.1276,129.0625,-35.3276
708,128.2625,-35.3276,129.0625,-34.5276
709,128.2625,-34.5276,129.0625,-33.7276
710,128.2625,-33.7276,129.0625,-32.9276
711,128.2625,-32.9276,129.0625,-32.1276
712,128.2625,-32.1276,129.0625,-31.3276
713,128.2625,-31.3276,129.0625,-30.5276
714,128.2625,-30.5276,129.0625,-29.7276
715,128.2625,-29.7276,129.0625,-28.9276
716,128.2625,-28.9276,129.0625,-28.1276
717,128.2625,-28.1276,129.0625,-27.3276
718,128.2625,-27.3276,129.0625,-26.5276
719,128.2625,-26.5276,129.0625,-25.7276
720,128.2625,-25.7276,129.0625,-24.9276
721,128.2625,-24.9276,129.0625,-24.1276
722,128.2625,-24.1276,129.0625,-23.3276
723,128.2625,-23.3276,129.0625,-22.5276
724,128.2625,-22.5276,129.0625,-21.7276
725,128.2625,-21.7276,129.0625,-20.9276
726,128.2625,-20.9276,129.0625,-20.1276
727,128.2625,-20.1276,129.0625,-19.3276
728,128.2625,-19.3276,129.0625,-18.5276
729,128.2625,-18.5276,129.0625,-17.7276
730,128.2625,-17.7276,129.0625,-16.9276
731,128.2625,-16.9276,129.0625,-16.1276
732,128.2625,-16.1276,129.0625,-15.3276
733,128.2625,-15.3276,129.0625,-14.5276
734,128.2625,-14.5276,129.0625,-13.7276
735,128.2625,-13.7276,129.0625,-12.9276
736,128.2625,-12.9276,129.0625,-12.1276
737,128.2625,-12.1276,129.0625,-11.3276
738,128.2625,-11.3276,129.0625,-10.5276
739,128.2625,-10.5276,129.0625,-9.7276
740,129.0625,-39.3276,129.8625,-38.5276
741,129.0625,-38.5276,129.8625,-37.7276
742,129.0625,-37.7276,129.8625,-36.9276
743,129.0625,-36.9276,129.8625,-36.1276
744,129.0625,-36.1276,129.8625,-35.3276
745,129.0625,-35.3276,129.8625,-34.5276
746,129.0625,-34.5276,129.8625,-33.7276
747,129.0625,-33.7276,129.8625,-32.9276
748,129.0625,-32.9276,129.8625,-32.1276
749,129.0625,-32.1276,129.8625,-31.3276
750,129.0625,-31.3276,129.8625,-30.5276
751,129.0625,-30.5276,129.8625,-29.7276
752,129.0625,-29.7276,129.8625,-28.9276
753,129.0625,-28.9276,129.8625,-28.1276
754,129.0625,-28.1276,129.8625,-27.3276
755,129.0625,-27.3276,129.8625,-26.5276
756,129.0625,-26.5276,129.8625,-25.7276
757,129.0625,-25.7276,129.8625,-24.9276
758,129.0625,-24.9276,129.8625,-24.1276
759,129.0625,-24.1276,129.8625,-23.3276
760,129.0625,-23.3276,129.8625,-22.5276
761,129.0625,-22.5276,129.8625,-21.7276
762,129.0625,-21.7276,129.8625,-20.9276
763,129.0625,-20.9276,129.8625,-20.1276
764,129.0625,-20.1276,129.8625,-19.3276
765,129.0625,-19.3276,129.8625,-18.5276
766,129.0625,-18.5276,129.8625,-17.7276
767,129.0625,-17.7276,129.8625,-16.9276
768,129.0625,-16.9276,129.8625,-16.1276
769,129.0625,-16.1276,129.8625,-15.3276
770,129.0625,-15.3276,129.8625,-14.5276
771,129.0625,-14.5276,129.8625,-13.7276
772,129.0625,-13.7276,129.8625,-12.9276
773,129.0625,-12.9276,129.8625,-12.1276
774,129.0625,-12.1276,129.8625,-11.3276
775,129.0625,-11.3276,129.8625,-10.5276
776,129.0625,-10.5276,129.8625,-9.7276
777,129.8625,-39.3276,130.6625,-38.5276
778,129.8625,-38.5276,130.6625,-37.7276
779,129.8625,-37.7276,130.6625,-36.9276
780,129.8625,-36.9276,130.6625,-36.1276
781,129.8625,-36.1276,130.6625,-35.3276
782,129.8625,-35.3276,130.6625,-34.5276
783,129.8625,-34.5276,130.6625,-33.7276
784,129.8625,-33.7276,130.6625,-32.9276
785,129.8625,-32.9276,130.6625,-32.1276
786,129.8625,-32.1276,130.6625,-31.3276
787,129.8625,-31.3276,130.6625,-30.5276
788,129.8625,-30.5276,130.6625,-29.7276
789,129.8625,-29.7276,130.6625,-28.9276
790,129.8625,-28.9276,130.6625,-28.1276
791,129.8625,-28.1276,130.6625,-27.3276
792,129.8625,-27.3276,130.6625,-26.5276
793,129.8625,-26.5276,130.6625,-25.7276
794,129.8625,-25.7276,130.6625,-24.9276
795,129.8625,-24.9276,130.6625,-24.1276
796,129.8625,-24.1276,130.6625,-23.3276
797,129.8625,-23.3276,130.6625,-22.5276
798,129.8625,-22.5276,130.6625,-21.7276
799,129.8625,-21.7276,130.6625,-20.9276
800,129.8625,-20.9276,130.6625,-20.1276
801,129.8625,-20.1276,130.6625,-19.3276
802,129.8625,-19.3276,130.6625,-18.5276
803,129.8625,-18.5276,130.6625,-17.7276
804,129.8625,-17.7276,130.6625,-16.9276
805,129.8625,-16.9276,130.6625,-16.1276
806,129.8625,-16.1276,130.6625,-15.3276
807,129.8625,-15.3276,130.6625,-14.5276
808,129.8625,-14.5276,130.6625,-13.7276
809,129.8625,-13.7276,130.6625,-12.9276
810,129.8625,-12.9276,130.6625,-12.1276
811,129.8625,-12.1276,130.6625,-11.3276
812,129.8625,-11.3276,130.6625,-10.5276
813,129.8625,-10.5276,130.6625,-9.7276
814,130.6625,-39.3276,131.4625,-38.5276
815,130.6625,-38.5276,131.4625,-37.7276
816,130.6625,-37.7276,131.4625,-36.9276
817,130.6625,-36.9276,131.4625,-36.1276
818,130.6625,-36.1276,131.4625,-35.3276
819,130.6625,-35.3276,131.4625,-34.5276
820,130.6625,-34.5276,131.4625,-33.7276
821,130.6625,-33.7276,131.4625,-32.9276
822,130.6625,-32.9276,131.4625,-32.1276
823,130.6625,-32.1276,131.4625,-31.3276
824,130.6625,-31.3276,131.4625,-30.5276
825,130.6625,-30.5276,131.4625,-29.7276
826,130.6625,-29.7276,131.4625,-28.9276
827,130.6625,-28.9276,131.4625,-28.1276
828,130.6625,-28.1276,131.4625,-27.3276
829,130.6625,-27.3276,131.4625,-26.5276
830,130.6625,-26.5276,131.4625,-25.7276
831,130.6625,-25.7276,131.4625,-24.9276
832,130.6625,-24.9276,131.4625,-24.1276
833,130.6625,-24.1276,131.4625,-23.3276
834,130.6625,-23.3276,131.4625,-22.5276
835,130.6625,-22.5276,131.4625,-21.7276
836,130.6625,-21.7276,131.4625,-20.9276
837,130.6625,-20.9276,131.4625,-20.1276
838,130.6625,-20.1276,131.4625,-19.3276
839,130.6625,-19.3276,131.4625,-18.5276
840,130.6625,-18.5276,131.4625,-17.7276
841,130.6625,-17.7276,131.4625,-16.9276
842,130.6625,-16.9276,131.4625,-16.1276
843,130.6625,-16.1276,131.4625,-15.3276
844,130.6625,-15.3276,131.4625,-14.5276
845,130.6625,-14.5276,131.4625,-13.7276
846,130.6625,-13.7276,131.4625,-12.9276
847,130.6625,-12.9276,131.4625,-12.1276
848,130.6625,-12.1276,131.4625,-11.3276
849,130.6625,-11.3276,131.4625,-10.5276
850,130.6625,-10.5276,131.4625,-9.7276
851,131.4625,-39.3276,132.2625,-38.5276
852,131.4625,-38.5276,132.2625,-37.7276
853,131.4625,-37.7276,132.2625,-36.9276
854,131.4625,-36.9276,132.2625,-36.1276
855,131.4625,-36.1276,132.2625,-35.3276
856,131.4625,-35.3276,132.2625,-34.5276
857,131.4625,-34.5276,132.2625,-33.7276
858,131.4625,-33.7276,132.2625,-32.9276
859,131.4625,-32.9276,132.2625,-32.1276
860,131.4625,-32.1276,132.2625,-31.3276
861,131.4625,-31.3276,132.2625,-30.5276
862,131.4625,-30.5276,132.2625,-29.7276
863,131.4625,-29.7276,132.2625,-28.9276
864,131.4625,-28.9276,132.2625,-28.1276
865,131.4625,-28.1276,132.2625,-27.3276
866,131.4625,-27.3276,132.2625,-26.5276
867,131.4625,-26.5276,132.2625,-25.7276
868,131.4625,-25.7276,132.2625,-24.9276
869,131.4625,-24.9276,132.2625,-24.1276
870,131.4625,-24.1276,132.2625,-23.3276
871,131.4625,-23.3276,132.2625,-22.5276
872,131.4625,-22.5276,132.2625,-21.7276
873,131.4625,-21.7276,132.2625,-20.9276
874,131.4625,-20.9276,132.2625,-20.1276
875,131.4625,-20.1276,132.2625,-19.3276
876,131.4625,-19.3276,132.2625,-18.5276
877,131.4625,-18.5276,132.2625,-17.7276
878,131.4625,-17.7276,132.2625,-16.9276
879,131.4625,-16.9276,132.2625,-16.1276
880,131.4625,-16.1276,132.2625,-15.3276
881,131.4625,-15.3276,132.2625,-14.5276
882,131.4625,-14.5276,132.2625,-13.7276
883,131.4625,-13.7276,132.2625,-12.9276
884,131.4625,-12.9276,132.2625,-12.1276
885,131.4625,-12.1276,132.2625,-11.3276
886,131.4625,-11.3276,132.2625,-10.5276
887,131.4625,-10.5276,132.2625,-9.7276
888,132.2625,-39.3276,133.0625,-38.5276
889,132.2625,-38.5276,133.0625,-37.7276
890,132.2625,-37.7276,133.0625,-36.9276
891,132.2625,-36.9276,133.0625,-36.1276
892,132.2625,-36.1276,133.0625,-35.3276
893,132.2625,-35.3276,133.0625,-34.5276
894,132.2625,-34.5276,133.0625,-33.7276
895,132.2625,-33.7276,133.0625,-32.9276
896,132.2625,-32.9276,133.0625,-32.1276
897,132.2625,-32.1276,133.0625,-31.3276
898,132.2625,-31.3276,133.0625,-30.5276
899,132.2625,-30.5276,133.0625,-29.7276
900,132.2625,-29.7276,133.0625,-28.9276
901,132.2625,-28.9276,133.0625,-28.1276
902,132.2625,-28.1276,133.0625,-27.3276
903,132.2625,-27.3276,133.0625,-26.5276
904,132.2625,-26.5276,133.0625,-25.7276
905,132.2625,-25.7276,133.0625,-24.9276
906,132.2625,-24.9276,133.0625,-24.1276
907,132.2625,-24.1276,133.0625,-23.3276
908,132.2625,-23.3276,133.0625,-22.5276
909,132.2625,-22.5276,133.0625,-21.7276
910,132.2625,-21.7276,133.0625,-20.9276
911,132.2625,-20.9276,133.0625,-20.1276
912,132.2625,-20.1276,133.0625,-19.3276
913,132.2625,-19.3276,133.0625,-18.5276
914,132.2625,-18.5276,133.0625,-17.7276
915,132.2625,-17.7276,133.0625,-16.9276
916,132.2625,-16.9276,133.0625,-16.1276
917,132.2625,-16.1276,133.0625,-15.3276
918,132.2625,-15.3276,133.0625,-14.5276
919,132.2625,-14.5276,133.0625,-13.7276
920,132.2625,-13.7276,133.0625,-12.9276
921,132.2625,-12.9276,133.0625,-12.1276
922,132.2625,-12.1276,133.0625,-11.3276
923,132.2625,-11.3276,133.0625,-10.5276
924,132.2625,-10.5276,133.0625,-9.7276
925,133.0625,-39.3276,133.8625,-38.5276
926,133.0625,-38.5276,133.8625,-37.7276
927,133.0625,-37.7276,133.8625,-36.9276
928,133.0625,-36.9276,133.8625,-36.1276
929,133.0625,-36.1276,133.8625,-35.3276
930,133.0625,-35.3276,133.8625,-34.5276
931,133.0625,-34.5276,133.8625,-33.7276
932,133.0625,-33.7276,133.8625,-32.9276
933,133.0625,-32.9276,133.8625,-32.1276
934,133.0625,-32.1276,133.8625,-31.3276
935,133.0625,-31.3276,133.8625,-30.5276
936,133.0625,-30.5276,133.8625,-29.7276
937,133.0625,-29.7276,133.8625,-28.9276
938,133.0625,-28.9276,133.8625,-28.1276
939,133.0625,-28.1276,133.8625,-27.3276
940,133.0625,-27.3276,133.8625,-26.5276
941,133.0625,-26.5276,133.8625,-25.7276
942,133.0625,-25.7276,133.8625,-24.9276
943,133.0625,-24.9276,133.8625,-24.1276
944,133.0625,-24.1276,133.8625,-23.3276
945,133.0625,-23.3276,133.8625,-22.5276
946,133.0625,-22.5276,133.8625,-21.7276
947,133.0625,-21.7276,133.8625,-20.9276
948,133.0625,-20.9276,133.8625,-20.1276
949,133.0625,-20.1276,133.8625,-19.3276
950,133.0625,-19.3276,133.8625,-18.5276
951,133.0625,-18.5276,133.8625,-17.7276
952,133.0625,-17.7276,133.8625,-16.9276
953,133.0625,-16.9276,133.8625,-16.1276
954,133.0625,-16.1276,133.8625,-15.3276
955,133.0625,-15.3276,133.8625,-14.5276
956,133.0625,-14.5276,133.8625,-13.7276
957,133.0625,-13.7276,133.8625,-12.9276
958,133.0625,-12.9276,133.8625,-12.1276
959,133.0625,-12.1276,133.8625,-11.3276
960,133.0625,-11.3276,133.8625,-10.5276
961,133.0625,-10.5276,133.8625,-9.7276
962,133.8625,-39.3276,134.6625,-38.5276
963,133.8625,-38.5276,134.6625,-37.7276
964,133.8625,-37.7276,134.6625,-36.9276
965,133.8625,-36.9276,134.6625,-36.1276
966,133.8625,-36.1276,134.6625,-35.3276
967,133.8625,-35.3276,134.6625,-34.5276
968,133.8625,-34.5276,134.6625,-33.7276
969,133.8625,-33.7276,134.6625,-32.9276
970,133.8625,-32.9276,134.6625,-32.1276
971,133.8625,-32.1276,134.6625,-31.3276
972,133.8625,-31.3276,134.6625,-30.5276
973,133.8625,-30.5276,134.6625,-29.7276
